@relation data

@attribute id string
@attribute 11258 numeric
@attribute 7846 numeric
@attribute 5577 numeric
@attribute 8636 numeric
@attribute 11190 numeric
@attribute 85378 numeric
@attribute 984 numeric
@attribute 983 numeric
@attribute 10540 numeric
@attribute 10382 numeric
@attribute 79959 numeric
@attribute 10383 numeric
@attribute 4926 numeric
@attribute 80184 numeric
@attribute 9793 numeric
@attribute 55125 numeric
@attribute 5116 numeric
@attribute 95681 numeric
@attribute 84131 numeric
@attribute 7283 numeric
@attribute 55755 numeric
@attribute 22981 numeric
@attribute 27175 numeric
@attribute 9738 numeric
@attribute 9814 numeric
@attribute 9702 numeric
@attribute 80321 numeric
@attribute 121441 numeric
@attribute 27229 numeric
@attribute 4751 numeric
@attribute 54820 numeric
@attribute 7840 numeric
@attribute 10142 numeric
@attribute 5108 numeric
@attribute 1453 numeric
@attribute 1454 numeric
@attribute 5048 numeric
@attribute 22919 numeric
@attribute 22994 numeric
@attribute 22995 numeric
@attribute 10426 numeric
@attribute 55722 numeric
@attribute 8655 numeric
@attribute 114791 numeric
@attribute 55835 numeric
@attribute 3320 numeric
@attribute 1069 numeric
@attribute 5518 numeric
@attribute 7277 numeric
@attribute 5347 numeric
@attribute 10806 numeric
@attribute 8481 numeric
@attribute 10733 numeric
@attribute 22897 numeric
@attribute 10844 numeric
@attribute 11064 numeric
@attribute 5566 numeric
@attribute 11116 numeric
@attribute 80254 numeric
@attribute 1778 numeric
@attribute 1639 numeric
@attribute 1781 numeric
@attribute 9662 numeric
@attribute 203068 numeric
@attribute 7532 numeric
@attribute 891 numeric
@attribute 4957 numeric
@attribute 10121 numeric
@attribute 7531 numeric
@attribute 23332 numeric
@attribute 55142 numeric
@attribute Class {Control,BRCACancer}

@data
F12,0.685,0.7725,1.1837,0.4397,0.1977,0.6298,0.7092,0.0311,0.9129,0.085,0.1833,1.4807,1.0666,0.4253,1.0031,1.0972,0.6064,0.2071,1.1691,0.105,0.7904,-0.0138,0.2158,0.4826,0.6745,0.8751,0.2957,0.906,0.6524,0.0316,0.8621,0.4687,1.0247,1.5462,1.3562,0.2429,0.9747,1.0876,0.1408,0.5696,1.146,0.1304,0.1195,0.4666,0.2731,0.6536,0.7824,1.1686,1.3336,-0.0496,0.4853,0.8859,0.2473,0.379,0.9482,1.2274,0.8957,0.4812,0.5642,1.6905,0.7601,0.5477,0.6284,0.6223,0.6131,0.3305,0.6344,1.3269,0.6978,0.9785,0.8032,Control
G01,0.6652,0.6483,1.2213,0.7426,0.0805,0.4783,0.712,-0.0228,0.7965,0.1436,0.1586,1.5335,0.9196,0.2024,0.959,0.819,0.4788,0.1086,0.9048,0.2708,0.5847,0.0436,0.1588,0.2799,0.4167,0.7459,0.2294,0.8594,0.6182,0.0589,0.6955,0.3277,0.7348,1.1706,1.3032,0.2431,0.7996,0.9421,0.1915,0.3133,0.8937,0.1211,0.1309,0.3358,0.1348,0.5485,0.8532,1.2244,1.2945,0.1631,0.2473,0.5492,0.1858,0.3746,0.8715,0.9198,1.0745,0.2305,0.398,1.631,0.6516,0.2001,0.3719,0.5582,0.6098,0.2581,0.6138,1.3354,0.691,0.7602,0.7651,Control
G02,0.5971,0.5688,1.6409,0.5791,0.0483,0.6058,0.7727,0.1723,0.6961,0.1237,0.1825,1.7091,0.8811,0.1803,0.7637,0.7683,0.3573,0.1788,0.7933,0.1282,0.4472,0.0125,0.1613,0.2789,0.4617,0.6574,0.2029,0.7599,0.5806,0.0355,0.5952,0.2086,0.5946,1.0522,1.2923,0.3416,0.6909,0.9371,0.1714,0.2264,0.7862,0.1562,0.1021,0.3829,0.1082,0.4962,0.5433,1.0681,1.5451,0.1892,0.154,0.4705,0.1804,0.2434,0.7819,0.8156,0.9382,0.2319,0.2728,1.1406,0.5324,0.2173,0.3035,0.604,0.4932,0.3729,0.4644,1.2816,0.664,0.6623,0.6258,Control
G03,0.8552,0.8446,1.2677,0.7179,0.1959,0.7789,1.0076,-0.0468,0.9581,0.0575,0.3355,1.502,1.158,0.4112,1.0246,1.0368,0.4991,0.4465,1.1378,0.2327,0.6951,-0.0033,0.2828,0.4605,0.7439,0.9789,0.3866,1.0844,0.8713,-0.059,0.7784,0.4793,0.9775,1.4978,1.4125,0.4213,0.9236,1.0039,0.1681,0.5826,0.9652,0.2665,0.1711,0.5636,0.3623,0.5698,0.8228,1.403,1.6213,0.0833,0.2844,0.8697,0.4244,0.4088,1.008,1.2632,1.0058,0.4546,0.5226,1.5339,0.8316,0.2206,0.6416,0.6495,0.7012,0.6163,0.6597,1.4912,0.8077,0.9805,0.8951,Control
G04,0.5987,0.8623,1.463,0.7331,0.1496,0.7271,0.7573,0.1859,0.8584,0.1532,0.2608,1.8906,1.1036,0.2588,0.8777,0.8008,0.465,0.3471,0.9739,0.2578,0.5608,0.0523,0.4991,0.3683,0.6188,0.7368,0.3156,0.8243,0.6674,0.0939,0.638,0.4593,0.8029,1.3573,1.2509,0.3866,0.762,1.1054,0.2984,0.4122,0.8309,0.2114,0.1213,0.4398,0.2473,0.5304,0.6034,1.6507,1.6762,0.2582,0.2106,0.5325,0.4459,0.3169,0.8529,0.9341,0.9478,0.3391,0.3773,1.4982,0.8143,0.1549,0.567,0.8692,0.5572,0.6081,0.5999,1.3912,0.6683,0.8832,0.7645,BRCACancer
G05,0.6029,0.4697,0.9964,0.3013,0.0464,0.6037,0.77,-0.1569,0.5099,0.0014,0.0228,0.9181,0.8593,0.051,0.5827,0.7028,0.445,0.0366,0.5108,0.0815,0.5283,0.1017,0.053,0.1525,0.4968,0.4384,0.1735,0.5483,0.3177,-0.0688,0.5001,0.1217,0.4758,0.9454,1.1157,0.2454,0.6816,0.7596,0.0821,0.2633,0.667,0.1411,0.1979,0.3671,0.2206,0.5784,0.5054,0.8341,1.0267,-0.0217,0.1068,0.5854,0.0455,0.2936,0.7233,0.8616,0.7867,0.0826,0.1417,1.1768,0.3835,0.035,0.1567,0.1633,0.3919,-0.0228,0.4142,0.8908,0.4287,0.601,0.4411,BRCACancer
G06,0.6707,0.7237,1.2339,0.5266,0.0785,0.538,0.859,0.1736,0.7806,0.1447,0.0916,1.4884,0.9028,0.2407,0.7868,0.8388,0.4042,0.2882,0.8575,0.1914,0.5435,0.0205,0.2142,0.2507,0.4619,0.7068,0.3349,0.6957,0.5544,0.3913,0.7223,0.4094,0.8461,1.3396,1.1955,0.2751,0.7879,0.8922,0.1585,0.2638,0.7885,0.1344,0.0547,0.3758,0.2106,0.6072,0.6724,1.2472,1.2779,0.143,0.2507,0.4666,0.4098,0.2519,0.8573,0.9168,0.9547,0.4417,0.4249,1.4439,0.6801,0.2395,0.4607,0.6601,0.6145,0.7113,0.5674,1.1714,0.603,0.9008,0.7862,BRCACancer
G07,0.596,0.5164,1.0551,0.524,0.1068,0.6525,0.4727,-0.0466,0.7045,0.1249,0.2639,1.5304,1.0147,0.3089,0.8127,0.8814,0.3558,0.2323,0.88,0.1931,0.5651,0.0189,0.0763,0.2623,0.5893,0.8402,0.2561,0.9001,0.466,-0.1036,0.6488,0.2724,0.6197,1.0512,1.0867,0.3427,0.8079,1.0375,0.1428,0.2643,0.803,0.1896,0.1717,0.5156,0.0647,0.6896,0.6723,1.3097,1.2533,-0.0537,0.0951,0.6741,0.0832,0.1511,0.7802,0.9282,0.7199,0.2264,0.3287,1.2261,0.499,0.1046,0.3067,0.4048,0.3958,0.1906,0.4766,1.2151,0.505,0.6579,0.7376,Control
G08,0.7708,0.8478,1.0249,0.6372,0.1798,0.6849,0.9276,0.0198,0.9636,0.0826,0.3323,1.527,1.123,0.4497,1.0099,0.9573,0.5407,0.284,1.2621,0.2712,0.7076,-0.0222,0.2013,0.4837,0.6139,0.9082,0.2936,1.0373,0.6835,0.057,0.7379,0.3706,0.8378,1.3794,1.3643,0.325,0.9313,0.9359,0.1564,0.5366,1.0396,0.1786,0.214,0.6502,0.3297,0.5689,0.7716,1.3838,1.3275,-0.001,0.2296,0.8578,0.2843,0.387,0.9851,1.1563,1.0117,0.4253,0.5181,1.6218,0.7534,0.2892,0.5334,0.635,0.5308,0.1947,0.5656,1.4098,0.71,0.8742,0.9543,Control
G09,0.5004,0.6426,1.6356,0.3899,0.0694,0.4933,0.7709,0.1241,0.6441,0.1783,0.2493,1.4289,0.7775,0.2067,0.6522,0.7363,0.4191,0.1103,0.8105,0.1269,0.4227,0.0739,0.0406,0.3192,0.4733,0.5787,0.2099,0.5751,0.3272,0.1843,0.602,0.2754,0.6179,1.0228,1.2341,0.3083,0.7319,1.0815,0.1504,0.2943,0.7426,0.0623,0.2174,0.3256,0.1431,0.5502,0.6932,0.9987,1.4169,0.1819,0.1356,0.584,0.0521,0.1903,0.744,0.7209,1.0104,0.233,0.2438,1.2287,0.4351,0.1782,0.28,0.4879,0.4018,0.0345,0.4595,1.0882,0.6727,0.6219,0.4981,Control
G10,0.5873,0.6609,0.5552,0.2235,-0.021,0.5101,0.6737,-0.1804,0.5885,0.0567,0.0651,1.1124,0.7956,0.189,0.6721,0.6231,0.3772,0.145,1.0146,-0.1632,0.4406,0.0387,0.193,0.1883,0.453,0.6158,0.1573,0.7597,0.2268,-0.0536,0.4612,0.3232,0.7507,1.1977,1.0374,0.27,0.756,0.824,0.0504,0.1423,0.5444,0.166,0.0187,0.3076,0.073,0.6722,0.3768,0.9775,0.8939,-0.0589,0.1395,0.642,0.2541,0.1864,0.6889,0.7152,0.7264,0.2632,0.3231,1.2126,0.6053,0.2116,0.2727,0.3791,0.4344,0.3143,0.3457,0.9678,0.4314,0.7231,0.5385,BRCACancer
G11,0.6395,0.5007,0.9531,0.2717,-0.004,0.3079,0.3198,-0.0105,0.4901,0.0888,0.1561,0.9806,0.5455,0.0741,0.4735,0.5764,0.1485,0.1449,0.5581,0.0891,0.3582,0.0247,0.1468,0.1193,0.2053,0.5386,0.1355,0.5905,0.3345,0.0948,0.3706,0.1404,0.33,0.6298,0.8727,0.1264,0.5295,0.7417,-6e-04,0.122,0.4377,-0.0812,0.2409,0.1679,0.1027,0.5395,0.4985,0.6514,0.9628,-0.2237,0.1151,0.389,-0.0713,0.134,0.4047,0.4441,0.6139,0.0623,0.1707,0.7933,0.2663,0.0245,0.06,0.0522,0.2269,-0.1514,0.1323,0.767,0.5178,0.4615,0.4006,BRCACancer
G12,0.4854,0.6568,1.4886,0.3632,-0.0312,0.5482,0.8863,-0.0922,0.6821,0.171,0.1839,1.4307,0.8618,0.1831,0.6584,0.7494,0.4167,0.1347,0.7757,0.1767,0.504,0.034,0.1509,0.1758,0.4995,0.5946,0.1773,0.6411,0.4412,0.0063,0.6083,0.3563,0.7319,1.2063,1.1892,0.2838,0.8268,0.9858,0.1889,0.2294,0.7636,0.0976,0.1261,0.3106,0.1536,0.5645,0.4608,1.0618,1.3433,-0.0027,0.2136,0.5543,0.194,0.2518,0.7628,0.799,0.8156,0.3202,0.3138,1.2835,0.5247,0.3373,0.3716,0.4558,0.4589,0.4062,0.4148,0.9759,0.6093,0.844,0.4746,BRCACancer
H01,0.433,0.5983,1.2188,0.4797,-0.0267,0.5061,0.7067,-0.1633,0.6114,0.1317,0.1642,1.258,0.883,0.096,0.7667,0.6164,0.2578,0.1055,0.9357,0.0621,0.4708,-0.0178,0.0987,0.2146,0.3882,0.5478,0.2249,0.6369,0.4039,0.1702,0.6079,0.226,0.5956,0.9283,1.1433,0.2623,0.6736,0.9491,0.077,0.2738,0.6143,0.0774,0.1533,0.3576,0.0532,0.6192,0.5298,0.9139,1.2619,0.1342,0.1383,0.4321,0.1836,0.1451,0.5396,0.7909,0.7794,0.1682,0.2582,1.1229,0.4281,0.0726,0.2463,0.4681,0.3441,0.2917,0.369,1.1375,0.5163,0.6136,0.4809,Control
H02,0.5325,0.7663,1.1893,0.6353,0.0399,0.622,0.6629,0.1463,0.8021,0.1765,0.2739,1.6207,0.9868,0.1732,0.737,0.715,0.409,0.1719,1.0142,0.0637,0.5302,0.0595,0.1988,0.3918,0.5594,0.6571,0.1412,0.8051,0.4947,0.0976,0.6122,0.1685,0.4455,0.9197,1.2141,0.3645,0.698,1.0134,0.1742,0.2265,0.8031,0.1181,0.1384,0.3803,0.1737,0.6036,0.6092,1.2322,1.2966,0.3083,0.0776,0.5998,0.1183,0.2733,0.8269,0.7238,1.0007,0.1399,0.2247,1.3749,0.5833,0.113,0.2561,0.5785,0.3863,0.1709,0.5288,1.2522,0.7312,0.5936,0.6232,Control
H03,0.6341,0.7769,0.7367,0.3834,0.0989,0.6092,0.3976,-0.1,0.6831,0.2306,0.1922,1.2432,0.8893,0.283,0.759,0.9555,0.4006,0.0812,1.1877,0.1816,0.5609,0.0584,0.2509,0.2913,0.5222,0.7724,0.1512,0.9567,0.5473,-0.0653,0.5681,0.2607,0.5698,1.077,1.1717,0.3003,0.7361,0.942,0.0874,0.4259,0.7662,0.1313,0.1779,0.3536,0.2618,0.689,0.456,1.1052,1.0402,-0.0168,0.1034,0.8064,0.1448,0.2579,0.7559,0.9646,0.741,0.2401,0.226,1.1995,0.508,0.1873,0.2885,0.2889,0.3331,0.1661,0.5309,1.1609,0.4707,0.6682,0.6181,Control
H04,0.8469,1.0744,0.9301,0.5711,0.1594,0.7983,0.8029,0.1608,1.008,0.0869,0.3043,1.5352,1.1234,0.4193,1.0325,1.0851,0.5137,0.2797,1.3042,0.2856,0.7885,-0.0284,0.4043,0.5336,0.7519,0.9744,0.2688,1.0975,0.7673,0.1378,0.8371,0.3217,0.7092,1.1326,1.4833,0.3774,1.057,0.9548,0.1498,0.5293,1.0657,0.1462,0.103,0.6646,0.3391,0.6924,0.6825,1.326,1.2994,-0.1321,0.2181,0.9855,0.2258,0.4251,1.0337,1.2351,1.0016,0.4777,0.3807,1.5592,0.6057,0.1881,0.3794,0.6305,0.3911,0.3518,0.5782,1.3837,0.8347,0.7803,0.8773,Control
H06,0.536,0.9688,1.4295,0.5729,0.0877,0.5247,0.852,0.2377,0.7397,0.1657,0.1725,1.524,1.0111,0.1658,0.7866,0.7817,0.4022,0.1756,0.7129,0.1612,0.5134,0.0229,0.1673,0.3769,0.4735,0.6232,0.19,0.6927,0.51,0.0908,0.715,0.307,0.6024,1.0057,1.3787,0.268,0.7705,1.2065,0.2607,0.3272,0.785,0.1568,0.0575,0.3535,0.2592,0.6326,0.6053,1.1549,1.2224,0.1151,0.1481,0.5974,0.1368,0.2819,0.8111,0.8922,1.0675,0.1988,0.3226,1.4497,0.5546,0.1852,0.4071,0.5841,0.5574,0.1683,0.5214,1.2738,0.6394,0.6229,0.67,Control
H07,0.709,1.2471,0.7805,0.2155,0.0028,0.6294,0.6599,-0.1893,0.7486,0.0664,0.1786,1.0518,1.0267,0.3469,0.8658,0.8966,0.3522,0.2126,0.9037,0.2466,0.6309,-0.0303,0.2855,0.3591,0.6267,0.8245,0.153,0.9549,0.4712,0.1052,0.5971,0.2098,0.6478,1.1185,1.228,0.2092,0.8518,0.8822,0.0788,0.4064,0.8782,0.0747,0.1196,0.5638,0.2035,0.7476,0.415,1.0804,1.0596,-0.1617,0.1791,0.7625,0.1412,0.2449,0.8886,0.964,0.7962,0.3352,0.3725,1.3058,0.4686,0.2526,0.3137,0.6194,0.4745,0.225,0.4851,1.029,0.6195,0.6842,0.7061,BRCACancer
H08,0.5592,1.1233,1.3813,0.36,-0.0554,0.502,0.7239,-0.0493,0.7013,0.0269,0.1745,1.1311,0.8196,0.1182,0.7052,0.6959,0.381,0.1966,0.9531,0.1436,0.4027,0.0547,-0.0033,0.2606,0.3289,0.6578,0.1171,0.6,0.3601,-0.0366,0.59,0.1828,0.5709,1.0339,1.1675,0.2026,0.7461,0.9477,0.1326,0.2378,0.7588,0.114,0.1587,0.2103,0.1769,0.6804,0.5538,1.0492,1.2851,0.0317,0.1236,0.386,0.1153,0.2022,0.8065,0.8223,0.9925,0.1326,0.3149,1.1799,0.4925,0.1546,0.3427,0.4895,0.352,0.1876,0.3934,1.117,0.6227,0.707,0.4431,BRCACancer
H09,0.2589,0.4814,1.2973,-0.075,-0.0767,0.4482,0.8805,-0.1515,0.4186,0.0087,1e-04,0.8683,0.5925,0.1138,0.4008,0.6435,0.3392,0.1272,0.6377,-0.1081,0.4322,0.0552,0.0784,0.0834,0.5046,0.4568,0.1183,0.4237,0.166,-0.0991,0.4972,0.3357,0.7675,1.1709,0.9773,0.1815,0.6134,0.6356,0.1,0.1862,0.5463,0.054,0.0754,0.1962,0.099,0.7834,0.1456,0.5561,1.0951,0.1375,0.2157,0.4702,0.0499,0.1832,0.5818,0.7424,0.6332,0.2519,0.1961,1.0349,0.3521,0.2043,0.2175,0.2984,0.3735,-0.0185,0.1713,0.4917,0.3609,0.7705,0.2093,BRCACancer
H10,0.5137,0.5734,1.0854,0.0892,-0.0401,0.4968,0.5577,-0.1346,0.7049,-0.0364,0.1196,1.0791,0.8082,0.1369,0.5497,0.6864,0.3366,0.2495,0.6731,0.1089,0.3784,-0.0141,-0.0316,0.1652,0.4409,0.569,0.2155,0.6342,0.3641,0.2092,0.5175,0.2888,0.5557,1.0256,1.0586,0.2381,0.8631,0.7477,0.0353,0.2114,0.749,0.0091,0.0105,0.2464,0.134,0.7312,0.3978,0.9366,1.1185,-0.0704,0.26,0.5011,0.0537,0.1391,0.7537,0.7723,0.8101,0.1639,0.3496,1.129,0.439,0.1914,0.242,0.5747,0.4837,-0.0059,0.2834,0.9736,0.5419,0.6734,0.4326,BRCACancer
H11,0.4949,0.5464,1.4591,0.2476,0.0378,0.4399,0.7453,-0.0135,0.6588,0.1149,0.1016,1.3011,0.8034,0.0953,0.5881,0.6014,0.3139,0.2138,0.7771,-0.0101,0.3642,0.0023,0.0465,0.1856,0.3218,0.5261,0.2824,0.5622,0.3303,-0.0913,0.4557,0.3465,0.7591,1.2495,0.9482,0.1745,0.6007,0.9027,0.1048,0.166,0.6813,0.2122,0.049,0.2445,0.0353,0.5888,0.5096,1.0378,1.4663,0.0932,0.165,0.3878,0.3084,0.1799,0.7174,0.6045,0.8052,0.2896,0.4051,1.0305,0.6546,0.3286,0.3489,0.5881,0.392,0.2973,0.2574,0.8873,0.591,0.8043,0.5029,BRCACancer
H12,0.7873,0.9365,0.9991,0.5346,0.1686,0.6458,0.8425,0.0626,0.9191,0.0541,0.3483,1.402,1.0258,0.4776,1.0597,1.0219,0.5146,0.4032,1.5189,0.2697,0.7218,0.0519,0.2574,0.4123,0.6213,0.9065,0.4382,1.0178,0.7828,-0.0283,0.6749,0.6127,0.9923,1.5183,1.3274,0.3294,1.0093,0.9692,0.1686,0.5558,1.0025,0.2412,0.2021,0.5619,0.3346,0.6313,0.6742,1.3866,1.3835,-0.0706,0.245,0.7637,0.4441,0.4156,0.9715,1.1793,0.9157,0.4982,0.554,1.6331,0.8166,0.286,0.6116,0.6491,0.544,0.6363,0.6312,1.4501,0.6611,0.9704,0.9421,BRCACancer
I01,0.6341,0.7313,1.4899,0.5401,0.1413,0.7279,0.9681,0.1407,0.8837,0.2732,0.2466,1.9457,0.9956,0.4226,1.1532,1.1133,0.642,0.2627,1.6182,0.1382,0.8181,0.0115,0.2238,0.4137,0.7457,0.8245,0.2912,0.9437,0.788,0.0558,0.7238,0.5691,1.1001,1.6934,1.2783,0.2567,0.922,1.0234,0.2648,0.4636,0.9629,0.2567,0.0611,0.4489,0.3557,0.6933,0.9547,1.29,1.6603,0.1,0.3672,0.8451,0.5217,0.3657,0.8485,1.1808,0.8537,0.5157,0.4267,1.8246,0.7684,0.3725,0.5647,0.7303,0.5348,0.5548,0.6584,1.269,0.6953,1.1004,0.7094,Control
I02,0.4694,0.3758,1.1165,0.2027,0.1066,0.5389,0.7055,-0.1991,0.6254,0.1206,0.0524,1.1264,0.8556,0.2149,0.6839,0.8931,0.3769,0.2458,0.6378,-0.0023,0.6126,0.0122,0.1702,0.211,0.5265,0.6865,0.2675,0.6405,0.4785,0.1275,0.5741,0.4516,0.8301,1.3589,1.0344,0.2195,0.7783,0.6134,0.027,0.3017,0.8048,0.2021,0.0351,0.3538,0.1203,0.5821,0.4835,0.9382,1.1663,-0.137,0.2768,0.6922,0.0548,0.2278,0.6624,1.0176,0.676,0.274,0.3587,1.4726,0.5857,0.2887,0.4192,0.3652,0.5858,-0.071,0.3956,0.9316,0.5554,0.7669,0.5729,Control
I03,0.4584,0.565,1.1181,0.2991,-6e-04,0.4495,0.6105,-0.0303,0.4768,0.0789,0.1309,1.1752,0.7573,0.0672,0.5056,0.5959,0.2137,0.1133,0.6102,0.1279,0.3621,0.0684,0.1512,0.1897,0.3974,0.5127,0.1789,0.5496,0.3246,0.1524,0.4976,0.1974,0.4548,0.9229,0.8165,0.2697,0.6542,0.8278,0.0893,0.0299,0.4487,0.1378,-0.007,0.3263,-0.1418,0.5046,0.4914,0.9648,1.2974,-0.0926,0.1049,0.4338,0.0203,0.1349,0.5413,0.577,0.6846,0.1146,0.1426,0.9739,0.3774,0.0774,0.2186,0.3912,0.3025,0.1459,0.3368,0.9054,0.3946,0.5298,0.4115,Control
I04,0.7628,0.7775,1.3501,0.9116,0.197,0.8177,0.5174,0.1078,0.8679,0.1417,0.3763,1.8332,1.1332,0.2478,0.9427,0.9096,0.4802,0.4228,1.1224,0.2046,0.6296,0.047,0.199,0.2583,0.7102,0.8374,0.2615,0.8993,0.7067,0.0468,0.7091,0.3963,0.7139,1.256,1.3768,0.4488,0.8241,1.0951,0.2376,0.2509,0.9288,0.2545,0.1393,0.5263,0.1564,0.5341,0.7257,1.6468,1.6346,0.2749,0.1552,0.6639,0.2703,0.379,1.014,0.9655,1.0288,0.3568,0.3067,1.3925,0.6715,0.1999,0.3903,0.797,0.4464,0.3169,0.6602,1.4902,0.6824,0.8189,0.6977,Control
I05,0.6162,0.6621,1.3991,0.702,0.1909,0.7968,0.5814,0.0554,0.8495,0.2399,0.3134,1.8871,1.0901,0.1409,0.9307,0.6404,0.5178,0.1995,0.8211,0.2649,0.5886,0.0659,0.1124,0.3604,0.6044,0.6113,0.2421,0.8265,0.5822,0.0908,0.717,0.3068,0.5505,1.0609,1.3106,0.4057,0.7233,0.939,0.2046,0.1368,0.7844,0.2501,0.118,0.2959,0.1434,0.6359,0.823,1.5254,1.5526,0.2604,0.1287,0.5205,0.0699,0.359,0.8992,0.8153,1.0256,0.1794,0.315,1.4528,0.7413,0.0904,0.2703,0.5902,0.6232,0.2995,0.6154,1.4237,0.7458,0.675,0.6023,Control
I06,0.682,0.7381,1.05,0.7076,0.0898,0.7616,0.5688,-0.0118,0.7548,0.1793,0.2421,1.5631,1.0492,0.2067,0.8397,0.8349,0.4199,0.2548,1.0262,0.1331,0.4971,0.0375,0.2136,0.265,0.6018,0.7029,0.2716,0.8153,0.4969,0.0474,0.5611,0.3755,0.6957,1.1673,1.2105,0.3917,0.7269,1.0015,0.2213,0.1314,0.7733,0.2283,0.1423,0.3909,0.1183,0.4473,0.6673,1.4526,1.3159,0.1393,0.1529,0.6302,0.2381,0.2996,0.9472,0.8763,0.9124,0.239,0.3216,1.5148,0.7462,0.1891,0.3405,0.7208,0.5042,0.3467,0.58,1.2063,0.596,0.8159,0.6358,Control
I07,0.8915,1.3118,0.8587,0.8015,0.2969,0.9685,1.382,-0.1501,1.0784,0.1123,0.4067,1.4377,1.2494,0.3578,0.9982,0.9713,0.6905,0.3352,1.2193,0.1843,0.7592,0.0703,0.4046,0.5814,0.8855,0.9135,0.3602,0.9324,0.7672,0.0022,0.98,0.4762,0.9429,1.5252,1.5748,0.5587,1.032,0.836,0.2491,0.5358,1.1085,0.2766,0.102,0.6696,0.319,0.6286,0.6267,1.4499,1.4375,0.1631,0.2842,0.9297,0.2497,0.5176,1.3754,1.2478,1.1898,0.4965,0.6197,1.7338,0.9493,0.3111,0.5887,0.6758,0.7238,0.5217,0.8011,1.502,0.7628,0.9626,0.8805,Control
I08,0.6983,0.7591,1.2636,0.5821,0.1214,0.7849,0.986,-0.0554,0.856,0.1372,0.2363,1.6351,1.0054,0.3184,0.8847,0.8527,0.5381,0.3109,1.3394,0.2412,0.7123,0.0238,0.2971,0.3169,0.6312,0.8215,0.4823,0.8788,0.7407,0.0952,0.6825,0.5148,1.0299,1.6756,1.1905,0.3505,0.8038,1.0701,0.1535,0.4626,0.8864,0.2068,0.273,0.5126,0.2769,0.6305,0.7393,1.2806,1.5459,0.0635,0.2544,0.7807,0.4135,0.3677,0.933,1.0214,0.8076,0.5334,0.5767,1.4179,0.7943,0.2911,0.6656,0.7517,0.6341,0.5318,0.5947,1.2951,0.6372,1.0137,0.7726,Control
I09,0.6084,0.7275,1.5672,0.358,0.0573,0.6677,0.5063,-0.0905,0.8014,0.1282,0.1496,1.7061,0.9029,0.2032,0.7897,0.8066,0.3622,0.2111,0.8112,0.1086,0.5307,0.0411,0.085,0.1575,0.5104,0.7267,0.2586,0.7794,0.5461,0.0282,0.5109,0.2163,0.5902,1.0709,1.1571,0.265,0.6819,0.8845,0.0656,0.4244,0.794,0.1062,0.1123,0.369,0.1845,0.5765,0.9695,1.1123,1.4656,-0.118,0.1578,0.6116,0.207,0.2604,0.8881,0.9412,0.9128,0.1924,0.2834,1.1626,0.529,0.1901,0.2102,0.571,0.3331,0.0487,0.4351,1.2317,0.6872,0.6689,0.5956,Control
I10,0.8274,0.7059,1.2788,0.6055,0.17,0.7775,0.8925,0.0916,0.9098,0.098,0.3627,1.5658,1.0412,0.4496,0.9879,1.0802,0.5298,0.3821,1.1631,0.2655,0.7135,0.0283,0.356,0.3125,0.6897,0.8835,0.4358,1.0111,0.8438,-0.101,0.7501,0.4658,0.9858,1.5148,1.33,0.342,0.9361,0.996,0.1998,0.5612,0.9857,0.2471,0.1546,0.5814,0.4153,0.6129,0.8904,1.3378,1.6024,-0.0569,0.3005,0.8802,0.2407,0.3883,0.9117,1.1906,0.996,0.4805,0.5312,1.4346,0.6706,0.2206,0.6649,0.5882,0.5886,0.5859,0.6355,1.4351,0.7147,0.919,0.9354,Control
I11,0.4113,0.3049,1.4791,0.2293,-0.0161,0.2736,0.4658,-0.1025,0.5241,0.1639,0.0159,1.1224,0.4834,0.0073,0.4183,0.564,0.2297,0.1838,0.4049,-0.0645,0.2879,0.0394,0.0757,0.0901,0.2293,0.4357,0.275,0.5316,0.2831,0.1457,0.4268,0.2194,0.4952,1.0407,0.8835,0.077,0.55,0.7529,0.0109,0.0682,0.4285,0.1777,0.0478,0.2183,-0.0779,0.4848,0.5712,0.912,1.3554,-0.1094,0.1803,0.3246,0.1675,0.0431,0.4379,0.4827,0.7854,0.1538,0.1725,0.893,0.4963,0.2119,0.2825,0.2722,0.535,0.1157,0.2252,0.8621,0.4657,0.6389,0.4203,Control
I12,0.6823,0.5882,1.457,0.4613,0.0772,0.5508,0.7341,-0.0262,0.7918,0.1368,0.2848,1.4394,0.9638,0.3222,0.8312,0.9683,0.4837,0.2668,0.9107,0.2053,0.651,0.0909,0.2415,0.3248,0.5547,0.8856,0.3053,0.9651,0.6642,0.0453,0.6134,0.3208,0.6829,1.3599,1.1268,0.2694,0.8692,0.8204,0.1194,0.3641,0.8027,0.1955,0.1997,0.5093,0.3116,0.6372,0.7917,1.1367,1.5031,0.033,0.2073,0.7588,0.0553,0.2256,0.7282,0.9761,0.7977,0.285,0.332,1.2832,0.6281,0.1711,0.3579,0.5323,0.562,0.426,0.5934,1.2448,0.6021,0.7325,0.7154,Control
