@relation data

@attribute id string
@attribute 1003 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10411 numeric
@attribute 10451 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11069 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 2185 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27035 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2909 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3383 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3702 numeric
@attribute 387 numeric
@attribute 394 numeric
@attribute 399 numeric
@attribute 4301 numeric
@attribute 4313 numeric
@attribute 4318 numeric
@attribute 4478 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50508 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5175 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 53842 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5747 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 6300 numeric
@attribute 6387 numeric
@attribute 6494 numeric
@attribute 7070 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7294 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7412 numeric
@attribute 7414 numeric
@attribute 7430 numeric
@attribute 7852 numeric
@attribute 81 numeric
@attribute 83593 numeric
@attribute 83700 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 93408 numeric
@attribute 9475 numeric
@attribute 9564 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__E05,-0.1429,0.2634,0.9808,-0.0127,0.6103,1.0638,-0.0032,0.0262,-0.2349,0.1647,-0.0753,-0.1096,1.0304,0.1073,0.2401,-0.0484,1.7756,0.324,0.9126,2.0518,0.9123,1.1634,0.0011,0.2031,-0.1917,-0.1406,0.1175,0.6636,1.3746,0.4344,-0.1185,-0.2051,0.4621,2.4777,1.9994,1.1739,2.0472,1.879,2.368,0.3066,0.4791,1.2312,0.2444,-0.103,0.1303,0.4987,-0.1359,-0.0557,1.7607,0.1409,-0.1288,0.0634,0.1193,-0.1065,1.1929,0.015,1.1636,1.3465,1.4887,1.1817,1.8211,1.2799,0.2608,1.3914,0.3424,-0.1168,0.2324,0.5946,-0.2092,-0.0188,1.0452,0.1521,0.3087,0.8128,-0.1036,0.0176,0.4753,1.3873,0.883,1.0538,1.5569,1.1547,-0.1542,-0.1184,0.9096,0.0061,0.9961,0.5898,1.3861,0.3491,1.0346,0.088,0.0765,1.2794,1.4631,2.3058,0.6112,0.7949,0.6127,0.1962,0.8747,0.0133,-0.0463,-0.1579,-0.0765,-0.1116,-0.1937,-0.1671,0.3453,-0.0162,0.7954,0.1284,0.8599,Control
Utah__E06,-0.1477,0.3265,0.3613,0.0173,0.5123,0.8032,0.2304,0.0346,-0.32,0.1752,-0.211,-0.1329,0.9605,-0.0794,0.2552,0.0128,1.7365,0.4865,1.1358,3.2177,0.9506,1.0151,-0.0148,-0.0392,-0.0319,-0.0822,0.0819,0.6763,1.3111,0.3606,-0.1402,-0.3462,0.6468,2.3152,1.9131,1.2554,1.7106,2.0323,1.082,0.597,0.1848,0.7967,0.1593,-0.1219,0.0446,0.6545,-0.0206,-0.0475,2.5143,0.4452,-0.0071,0.0545,0.1676,-0.0683,0.8198,0.0977,1.6273,1.0227,1.1112,0.8056,1.8502,0.9492,-0.0475,0.5651,0.3949,-0.0801,0.0261,0.6728,-0.2058,-0.268,0.5543,0.0909,0.2316,0.575,-0.1505,0.0175,0.5114,1.1421,0.8308,1.1459,1.6229,0.9765,-0.2963,-0.0803,0.5748,-0.0488,0.8888,0.1249,0.6828,0.3368,0.785,0.1421,-0.0428,0.7327,1.3157,1.7087,0.5743,0.804,0.0368,0.0577,0.4824,-0.05,-0.193,-0.2187,0.1175,-0.0833,-0.27,-0.234,0.0114,0.0493,0.59,0.0296,0.9758,BRCACancer
Utah__E07,-0.0172,0.356,1.3437,-0.0057,0.5567,1.2347,0.0119,-0.0564,-0.2518,0.2892,-0.0443,-0.0128,1.2055,0.0469,0.3045,-0.0827,1.903,0.6338,1.5997,3.1247,1.0978,1.5407,6e-04,0.2471,-0.069,-0.0512,-0.0203,0.9047,1.3922,0.4952,-0.0787,-0.0933,0.9192,2.3981,2.2977,2.2716,2.2396,2.6768,1.9061,0.4937,0.4894,1.0221,0.3072,-0.077,0.2545,0.6431,-0.0011,0.1407,2.7072,1.0487,-0.0424,0.0593,0.0069,-0.0513,1.4895,-0.0736,1.5821,1.1695,1.5163,1.2214,1.9322,1.0454,0.3287,1.2198,0.5276,0.0122,0.1712,0.7068,-0.0186,0.0423,0.9244,0.204,0.418,1.2047,0.0117,-0.0331,0.6306,1.591,0.7189,0.9978,1.8254,1.2341,-0.0111,-0.0373,1.1608,-0.0234,1.0573,0.8163,0.9887,0.7592,1.3378,0.157,-0.0388,1.6196,1.5603,2.4514,0.7475,0.7144,0.8113,0.0893,1.0897,-0.0371,-0.0267,-0.0829,0.0111,-0.1111,-0.0691,0.0391,0.5051,-0.0031,0.8697,0.0875,1.1467,BRCACancer
Utah__E08,-0.033,0.5097,1.085,0.0155,0.5085,1.236,-0.1013,-0.0442,-0.1531,0.2403,-0.1031,-0.0782,1.1538,0.092,0.2627,-0.0712,1.922,0.5935,1.6623,3.2983,1.0537,1.6281,0.0318,0.2627,0.0334,-0.0583,0.0273,0.8728,1.7084,0.4731,-0.0816,-0.1324,0.9157,2.4936,2.3986,1.589,2.302,2.6388,2.4882,0.4294,0.5755,1.169,0.1061,-0.0964,0.1207,0.6603,-0.0459,0.0064,2.7483,0.877,-0.0758,0.032,-0.0165,-0.0993,1.2692,-0.0546,1.6605,1.359,1.4378,1.3663,1.9206,1.2004,0.3098,1.5205,0.5058,-0.0791,0.2195,0.6943,0.003,0.1001,0.9423,0.1818,0.3132,1.1551,-0.0556,-0.1537,0.4547,1.8059,0.897,1.0519,1.6519,1.2609,0.012,-0.0274,1.3083,-0.067,1.2133,0.6225,1.387,0.7438,1.4677,0.1529,0.0149,1.4653,1.6075,2.5397,0.8223,0.8524,0.4533,0.0268,0.9979,-0.0057,0,-0.109,0.0164,-0.205,-0.1394,-0.0884,0.3907,-0.1387,0.848,0.1051,1.0323,Control
Utah__E09,-0.0303,0.3152,1.5378,-0.0252,0.3944,1.4317,0.0077,-0.0337,-0.1686,0.2911,-0.1288,-0.0346,1.1713,0.1175,0.2394,-0.0618,1.7153,0.4481,1.2689,2.702,0.9005,1.4504,-0.0805,0.3124,-0.2123,-0.0718,-0.0109,0.7535,1.4389,0.4819,-0.0914,-0.0622,0.767,2.0211,2.1427,1.5527,2.2444,2.54,1.9953,0.4213,0.49,1.1479,0.0651,-0.2063,0.0888,0.6251,0.0459,0.1202,2.4232,0.8259,-0.1021,0.0443,0.0568,-0.0731,1.4119,-0.0299,1.6049,1.2519,1.3256,1.2396,1.8984,1.0655,0.3067,1.4408,0.4431,-0.0599,0.2178,0.6623,-0.0126,0.005,1.1037,0.2204,0.274,1.0879,-0.0245,0.0154,0.3902,1.7483,0.8375,1.0232,1.7175,1.0541,-0.023,0.0444,1.2307,0.0191,1.1932,1.0961,0.9584,0.6061,1.3029,0.1071,-0.0529,1.657,1.5175,2.2599,0.7697,0.6941,0.6385,0.0674,1.0941,-0.0295,-0.0029,-0.0795,-0.0356,-0.1616,-0.1519,-0.0769,0.5061,-0.0518,0.7084,0.1508,0.8823,BRCACancer
Utah__E10,-0.1245,0.4057,1.0142,0.0242,0.848,1.1635,-0.0803,-0.0221,-0.1044,0.1419,-0.0771,-0.1694,1.4937,0.1636,0.3561,-0.0562,2.1482,0.6966,1.3905,3.0066,1.259,1.562,0.0154,0.207,-0.069,-0.1161,0.1017,0.9893,1.6357,0.7114,-0.117,-0.1411,0.9527,2.4877,2.3169,1.9242,2.1083,2.4866,2.15,0.629,0.6295,1.3165,0.3739,-0.1549,0.0359,0.7437,-0.0436,0.0061,2.8255,0.8991,-0.1561,0.0417,0.0888,-0.0619,1.3653,-0.0909,1.599,1.4629,1.5647,1.357,1.8925,1.2944,0.2648,1.2304,0.6321,-0.1232,0.2617,0.8469,-0.045,-0.0509,1.0469,0.2202,0.4547,1.099,-0.0952,-0.0504,0.5307,1.5971,1.1647,1.3956,1.6164,1.4306,-0.1188,-0.0773,1.0767,-0.042,1.0941,0.5957,1.4069,0.5486,1.4184,0.1552,0.0294,1.3252,1.7231,2.4549,0.9288,0.8483,0.4498,0.1893,0.8621,-0.0436,-0.0202,-0.1354,0.0178,-0.0776,-0.1307,-0.0542,0.2944,-0.0687,1.0655,0.0614,1.2217,BRCACancer
Utah__E11,-0.1064,0.2143,1.2749,0.0366,0.3907,0.9902,0.0572,-0.0557,-0.1792,0.2086,-0.1185,-0.1328,0.8987,0.0939,0.1927,-0.0858,1.6755,0.3816,0.9503,2.8413,0.8247,1.2742,0.0797,0.1481,-0.04,-0.0394,0.0102,0.6732,1.3285,0.4069,-0.075,-0.1395,0.6561,2.1226,2.1379,1.4779,2.331,2.402,2.1675,0.3132,0.5327,0.9754,0.0681,-0.1063,0.2486,0.5478,0.1233,0.006,2.2989,0.4997,-0.1072,-0.0051,0.0161,-0.0728,1.397,-0.0579,1.3693,1.0499,1.3704,1.01,1.7424,0.9745,0.2245,1.21,0.3508,-0.091,0.176,0.5665,-0.0715,0.0197,0.9129,0.1878,0.2919,0.9609,-0.0948,-0.0967,0.3566,1.6009,0.6216,0.8056,1.634,1.0889,0.0413,0.031,0.9547,-0.0658,1.0845,0.7215,0.9404,0.5455,1.1034,0.0753,-0.0394,1.6035,1.2817,2.0734,0.6963,0.6491,0.3785,0.0893,1.0862,0.0059,-0.0227,-0.1251,0.0496,-0.1815,-0.1341,-0.0985,0.4514,-0.0245,0.7303,0.1225,0.7292,Control
Utah__E12,-0.0716,0.1618,0.8412,-0.0043,0.4191,0.6542,-0.0335,-0.0228,-0.1815,0.0561,-0.2212,-0.1618,0.8831,0.0536,0.2205,-0.0353,1.5543,0.3515,0.7271,2.9245,0.732,1.2777,0.0437,-0.0333,-0.0232,-0.0638,0.0103,0.5964,1.2001,0.2467,-0.0612,-0.16,0.421,2.1572,1.9477,1.6154,1.8073,2.5092,1.6437,0.3083,0.2879,0.6995,0.0659,-0.0725,-0.035,0.6353,-0.0468,-0.0816,2.617,0.5117,-0.1123,0.0504,-0.0366,-0.0415,0.9304,-0.0735,1.3807,0.8682,1.0354,0.9263,1.6952,0.8101,0.1466,0.8398,0.4117,-0.074,0.1275,0.558,-0.1776,-0.1182,0.6223,0.1143,0.3501,0.8934,0.0223,-0.0941,0.2197,1.6719,0.5523,0.6835,1.5963,0.9078,-0.1131,-0.0232,0.88,-0.0226,1.0164,0.4577,0.9754,0.3516,0.985,-0.0194,-0.0845,1.0635,1.0676,2.2365,0.6144,0.7303,0.137,-0.074,0.6184,-0.082,-0.0389,-0.0812,0.0313,-0.1128,-0.1136,-0.2146,0.1086,-0.1905,0.4696,0.0703,0.5642,BRCACancer
Utah__F01,-0.0892,0.5703,0.8137,0.0453,0.6246,1.5689,-0.0533,-0.0506,-0.1784,0.2284,-0.0426,-0.1373,1.1874,0.2307,0.3108,-0.0894,1.8457,0.7159,1.5747,2.9132,1.154,1.6457,0.0404,0.2624,-0.0715,-0.161,0.0371,0.9001,1.4669,0.6743,-0.1509,-0.1877,0.8861,2.5281,2.1692,1.6001,2.2379,2.3244,2.4928,0.6315,0.5918,1.3951,0.1862,-0.218,0.1547,0.7098,-0.1834,0.0268,2.3886,0.8392,-0.1165,0.0418,-0.0126,-0.1209,1.1374,-0.0956,1.6076,1.4425,1.3426,1.395,1.6659,1.2872,0.3087,1.7921,0.5132,-0.1028,0.4388,0.8987,-0.1015,0.0921,0.9783,0.1993,0.4478,1.2271,-0.0593,-0.0035,0.5271,1.6935,1.0152,1.4554,2.0278,1.4427,-0.0464,-0.065,1.159,-0.1334,1.3572,0.5903,1.4321,0.6862,1.4527,0.1703,-0.0371,1.2168,1.6303,2.7984,0.7647,0.8693,0.3281,-0.1033,0.9649,-0.003,-0.0025,-0.1578,-0.0066,-0.2388,-0.1099,-0.1133,0.3125,-0.1107,0.8107,0.0693,1.1198,Control
Utah__F02,-0.077,0.4243,0.6883,-0.0018,0.6721,1.4206,-0.0593,-0.0383,-0.0344,0.3071,0.0286,-0.086,1.2643,0.2042,0.3362,-0.0748,2.0127,0.6821,1.6252,2.9567,1.2127,1.6402,0.0619,0.4112,-0.0244,-0.0841,0.0301,1.0315,1.6426,0.5516,-0.1119,-0.1084,0.9905,2.385,2.2079,1.8288,2.0419,2.5325,2.5812,0.5469,0.6298,1.4415,0.2586,-0.1262,0.1079,0.6631,-0.0163,0.0872,2.6481,0.8462,-0.0701,-0.008,0.0345,-0.0683,1.3139,-0.036,1.5695,1.4272,1.41,1.4475,1.8849,1.3267,0.3513,1.5924,0.5332,-0.132,0.2316,0.7786,-0.0731,0.0616,1.129,0.1407,0.395,1.1332,-0.0513,-0.0487,0.6714,1.72,0.8714,1.1933,1.6485,1.3016,-0.0451,0.0269,1.2896,-0.1126,1.133,0.5838,1.5147,0.811,1.524,0.1833,0.0211,1.1774,1.6318,2.855,0.8245,0.8854,0.4357,0.065,0.8561,-0.0072,0.0115,-0.1102,0.019,-0.1134,-0.1629,-0.0027,0.3555,-0.0445,0.8886,0.127,1.1789,Control
Utah__F03,-0.05,0.5441,0.9495,0.0701,0.5339,1.1093,0.0543,-0.0459,-0.1148,0.1558,-0.0138,-0.0632,0.9943,0.242,0.3613,-0.0601,1.6824,0.5229,1.1659,2.7978,0.959,1.5619,0.0395,0.2734,-0.253,-0.1826,0.0039,0.821,1.5207,0.5237,-0.1295,-0.2152,0.9376,2.009,2.2629,1.8358,1.9426,2.4558,1.7714,0.4247,0.4174,0.9825,0.1324,-0.1711,-0.0476,0.5233,-0.1906,-0.0736,2.3927,0.6121,-0.0835,-0.1034,0.0556,0.0104,1.3101,-0.0038,1.5607,1.2749,1.4111,1.1749,1.9082,1.0025,0.2688,1.2899,0.4222,-0.1652,0.0855,0.5471,-0.0146,0.0214,0.9187,0.1455,0.2756,0.9713,-0.0243,0.0331,0.5004,1.657,0.7194,0.9212,1.6435,1.1584,0.0176,-0.0265,1.1624,-0.1452,1.247,0.7522,1.0482,0.7704,1.3229,0.1712,0.0023,1.3661,1.3044,2.4829,0.8251,0.705,0.6413,0.1719,0.8918,0.0123,-0.0206,-0.1395,0.0082,-0.0587,-0.1142,-0.2095,0.4602,-0.063,0.7927,0.0658,0.7155,Control
Utah__F04,-0.0802,0.4851,0.8101,0.0291,0.7379,1.4332,0.0725,-0.036,-0.1865,0.0437,-0.0164,-0.3059,1.2375,0.1787,0.2879,-0.0751,1.9086,0.7244,1.6992,3.6895,1.1812,1.6197,0.009,0.1645,-0.1454,-0.1264,-0.0557,0.8123,1.379,0.6521,-0.1275,-0.1935,0.8896,2.55,2.433,1.7846,2.4184,2.4581,2.0879,0.7451,0.5388,1.1581,0.1338,-0.1464,-0.0892,0.9903,0.007,-0.1209,2.4515,0.8569,-0.141,-0.1335,0.0151,-0.0799,0.9852,-0.1331,1.9072,1.2248,1.1763,1.109,1.6057,1.2618,0.1536,1.3807,0.6986,0.0157,0.3367,1.1845,-0.1838,-0.0903,0.75,0.1431,0.5014,1.0507,-0.1158,1e-04,0.5959,1.6312,1.0748,1.8741,1.4906,1.4801,-0.1656,-0.1205,1.004,-0.1119,1.0954,0.4469,1.1795,0.7216,1.4425,0.1871,-0.0063,1.3877,1.5266,2.1176,0.8764,0.7892,0.287,0.0773,0.8859,-0.0658,-0.0812,-0.1994,0.0242,-0.0735,-0.1529,-0.1402,0.3291,-0.131,0.7413,0.0674,1.1508,Control
Utah__F05,-0.0677,0.5051,1.2496,0.0555,0.5418,1.3041,0.0452,-0.036,-0.1163,0.1626,0.0071,-0.1309,1.1306,0.0918,0.3455,-0.0778,1.8876,0.6362,1.2986,2.9981,1.0233,1.4004,0.0419,0.1864,-0.1704,-0.0373,0.0132,0.9126,1.6251,0.5044,-0.0991,-0.1315,0.9019,2.471,2.21,1.5114,2.0992,2.4465,2.3448,0.5046,0.5155,1.129,0.1918,-0.1263,0.0258,0.5093,0.0314,-0.0147,2.684,0.6859,-0.0298,-0.0528,0.0141,-0.0969,1.415,-0.0705,1.671,1.3361,1.5087,1.2992,1.867,1.1734,0.2289,1.4944,0.3872,-0.0621,0.2137,0.6596,-0.0736,0.0227,0.9664,0.2022,0.3913,0.9898,-0.0401,0.0408,0.4498,1.5769,0.8219,1.1214,1.8321,1.2582,-0.0049,-0.0253,1.0944,-0.0298,1.0957,0.6957,1.2588,0.659,1.4053,0.1042,-0.0196,1.5904,1.5808,2.8654,0.7911,0.8118,0.8961,0.1084,1.1423,-0.0163,0.0252,-0.1272,0.0152,-0.095,-0.1258,-0.1084,0.4385,-0.0133,0.9664,0.1691,0.9687,Control
Utah__F06,-0.0375,0.121,1.2871,-0.0028,0.5464,0.8062,-0.009,-0.0068,0.0519,0.2102,-0.2016,-0.2051,0.9693,0.3282,0.3519,-0.0355,1.5692,0.4431,0.8805,3.0919,0.9061,1.2284,-0.0349,0.0804,-0.1404,-0.0853,0.0853,0.7238,1.4235,0.3427,-0.1121,-0.2095,0.7007,1.7148,1.7945,2.0509,1.8892,2.4943,1.3098,0.2841,0.3037,0.7275,0.1642,-0.1279,0.0764,0.4564,0.0851,2e-04,2.6657,0.829,-0.0757,0.1004,0.057,0.0044,1.3778,-0.0127,1.5909,1.0259,1.4763,0.984,1.63,0.8545,0.1754,0.9202,0.3113,-0.0325,0.0833,0.5883,-0.1131,-0.006,0.7212,0.1302,0.2528,0.7717,-0.0835,4e-04,0.402,1.4148,0.6502,0.8546,1.5049,0.984,-0.0312,-0.0573,0.8867,-0.1528,0.9639,0.6303,0.5866,0.5631,1.096,0.1174,-0.0851,1.4924,1.1239,2.5155,0.7037,0.5315,0.5255,1e-04,0.9925,0.006,-0.1023,-0.1112,0.0759,-0.089,-0.1245,-0.2121,0.4068,-1e-04,0.6765,0.0649,0.546,Control
Utah__F07,-0.0384,0.2774,0.9372,9e-04,0.7386,1.1615,-0.021,-0.0672,-0.046,0.1415,-0.0512,-0.1069,1.3108,0.0768,0.2943,-0.103,1.9973,0.6956,1.2775,2.7602,1.2832,1.4444,0.0866,0.2365,-0.0401,-0.1199,0.0763,0.8534,1.4116,0.5668,-0.0838,-0.0842,0.5839,2.7273,2.1498,1.5913,2.1656,2.3007,2.8549,0.574,0.6918,1.6426,0.2733,-0.1356,0.0216,0.905,-0.0243,-0.0082,2.2281,0.4046,-0.1418,-0.0274,-0.1024,-0.1325,1.1456,-0.1159,1.4416,1.4829,1.3005,1.3943,1.9051,1.4154,0.2764,1.6642,0.599,-0.0882,0.5998,1.0844,-0.0258,0.036,0.9996,0.1915,0.477,1.0219,-0.0883,0.0279,0.5176,1.5658,1.1982,1.6517,1.7209,1.2674,0.0045,-0.0024,1.0555,-0.0342,1.1463,0.4483,1.8831,0.6135,1.2782,0.1805,-0.0722,1.3668,1.7192,3.1106,0.7714,0.8547,0.5308,-0.067,1.003,-0.0683,-0.0269,-0.1467,0.106,-0.0994,-0.107,-0.0247,0.2522,-0.1033,0.739,0.1388,1.2683,Control
Utah__F09,-0.0482,0.651,0.8045,0.0208,0.7097,1.325,-0.0189,-0.0792,-0.0762,0.306,0.0022,0.0269,1.3848,0.0061,0.4515,-0.0837,2.0662,0.7605,1.469,3.002,1.1792,1.7177,0.1338,0.2377,-0.077,-0.1207,0.1068,1.0826,1.819,0.5687,-0.0722,-0.0554,1.2618,2.2318,2.016,2.0674,1.7835,2.4912,2.1003,0.4944,0.5926,1.1696,0.1589,-0.1276,0.3185,0.5897,-0.0337,0.1353,2.9825,1.1863,-0.1378,9e-04,0.0339,-0.097,1.4613,-0.1027,1.627,1.4768,1.4904,1.4562,1.8489,1.2371,0.3999,1.4962,0.5764,-0.0513,0.2244,0.6975,-0.0413,0.1229,1.0601,0.206,0.4351,1.1945,-0.0529,-0.1383,0.4879,1.6492,0.9295,1.1453,2.0242,1.3433,0.0193,0.0158,1.3499,-0.0788,1.2614,0.7025,1.3302,0.8771,1.6419,0.2152,-0.0684,1.2766,1.5472,2.6606,0.8409,0.8688,0.5067,0.1192,1.0098,-0.0194,0.0731,-0.05,0.0959,-0.1146,-0.1647,-0.0688,0.3987,-0.0297,1.0274,0.1112,1.1257,Control
Utah__F10,-0.0124,0.3929,1.059,0.0104,0.7939,1.164,-0.0618,-0.0527,-0.1169,0.3251,-0.0016,-0.0783,1.5024,0.0088,0.4363,-0.0833,2.1568,0.8511,1.5073,3.1893,1.3498,1.7149,0.0689,0.317,-0.1461,-0.0759,0.0622,1.0608,1.7932,0.6064,-0.0856,-0.0709,1.2059,2.7221,2.3019,1.9665,2.0791,2.6345,2.4028,0.5399,0.6203,1.4246,0.2257,-0.0913,0.1559,0.7761,-0.0452,0.1193,2.9974,1.0098,-0.0387,-0.0721,-0.0718,-0.1124,1.4055,-0.063,1.707,1.5774,1.5884,1.4845,2.1644,1.393,0.4059,1.4665,0.5712,-0.1194,0.382,0.9052,-0.0376,0.0967,1.003,0.2045,0.4335,1.1872,-0.0445,-0.0884,0.5483,1.7503,1.1807,1.3149,1.8967,1.3212,0.0355,-0.036,1.3168,-0.0654,1.1316,0.6376,1.6855,0.8653,1.551,0.2036,0.0155,1.4256,1.6153,2.7061,0.9315,0.9537,0.6615,0.1414,0.9909,-0.0173,0.0322,-0.0975,0.08,-0.1103,-0.1734,-0.0501,0.3149,-0.0622,1.0388,0.1131,1.2801,Control
Utah__F11,-0.0394,0.2924,0.9867,-0.0055,0.4252,1.0745,-0.0261,-0.046,-0.103,0.2674,7e-04,-0.0507,1.0655,0.2701,0.3183,-0.0536,1.6829,0.6758,1.3827,3.2743,0.9618,1.5865,-0.0778,0.2237,-0.0617,-0.1002,-0.0011,0.8577,1.7543,0.4576,-0.1091,-0.1479,1.2147,1.9243,2.3924,1.8362,2.0739,2.7794,1.6735,0.4105,0.4075,0.8482,0.1299,-0.1423,0.059,0.5179,0.0626,0.0046,2.9451,1.0438,-0.0286,0.0222,0.0042,-0.0229,1.3265,-0.0183,1.8237,1.1591,1.4411,1.2459,1.9406,0.9912,0.3171,1.2688,0.4028,-0.0724,0.1178,0.5728,-0.0075,0.06,0.9024,0.172,0.3128,1.1093,0.0215,0.0435,0.2842,1.8414,0.706,0.8854,1.7188,1.2432,0.017,-0.0577,1.1794,-0.0682,1.248,0.7828,1.0755,0.883,1.516,0.1092,0.0091,1.4578,1.3448,2.2401,0.868,0.7368,0.3383,0.0488,0.9723,0.0464,0.0014,-0.1103,0.0064,-0.153,-0.0947,-0.0382,0.3747,-0.0272,0.7209,0.1167,0.7575,Control
Utah__F12,-0.1188,0.4691,0.6921,0.0331,0.9256,1.0872,-0.0142,-0.0542,-0.2223,0.1082,-0.1413,-0.1394,1.542,0.0946,0.5303,-0.1018,2.0256,0.9596,1.3887,3.451,1.2745,1.5046,0.0785,0.1154,-0.0836,-0.1786,0.0117,0.8273,1.6249,0.6181,-0.1543,-0.2117,0.8058,2.8063,2.2073,1.9526,2.3719,2.413,2.0957,0.6765,0.6491,1.3225,0.1987,-0.2038,-0.0022,1.0578,-0.0424,-0.0743,2.6252,0.6386,-0.1534,0.032,-0.0125,-0.1376,1.1125,-0.0671,1.9279,1.4495,1.4895,1.1821,1.8483,1.3922,0.1612,1.2714,0.6865,-0.1728,0.3268,1.3161,-0.1682,-0.048,0.8606,0.1654,0.4828,0.9732,-0.1333,-0.0618,0.594,1.4262,1.2776,1.9788,1.5099,1.4285,-0.1036,-0.1545,0.7912,-0.1824,1.0368,0.2146,1.1734,0.552,1.3337,0.1332,0.0209,1.3261,1.7487,2.2882,0.8313,0.7887,0.3411,0.2611,0.8217,-0.0377,-0.091,-0.1449,0.0352,-0.1909,-0.1831,-0.2483,0.1873,-0.1114,0.9813,0.0091,1.2803,Control
Utah__G01,-0.006,0.23,1.0824,0.0495,0.5254,0.8653,0.0696,-0.0643,-0.3366,0.2969,-0.0328,-0.0347,1.1039,0.1342,0.3757,-0.0827,1.6721,0.7607,1.2846,3.1932,1.1492,1.4497,0.0434,0.1127,-0.1836,-0.0621,0.0078,0.9002,1.5534,0.6273,-0.1251,-0.1478,1.01,2.3147,2.2209,1.965,1.938,2.3878,1.4371,0.553,0.334,0.8134,0.07,-0.1027,0.1099,0.8186,0.0909,0.0084,2.7974,0.8138,-0.0172,-0.1483,-0.0615,-0.1116,1.1517,-0.1198,1.921,1.234,1.3797,1.0963,2.224,1.1124,0.3133,0.9157,0.5571,-0.0861,0.2206,0.7832,-0.071,-0.062,0.6279,0.1668,0.3621,0.9037,-0.0754,-0.0712,0.5233,1.609,0.8605,1.259,1.8197,1.1595,-0.0277,-0.0235,0.9039,-0.0418,1.2464,0.4197,1.0012,0.836,1.334,0.1928,-0.1459,1.2162,1.3019,1.7601,0.8222,0.8063,0.5385,0.2145,0.8441,-0.0132,-0.0225,-0.1013,0.1062,-0.0282,-0.1216,-0.1838,0.3523,0.0013,0.7184,0.1201,1.0078,Control
Utah__G02,-0.0378,0.203,1.1544,0.0063,0.3933,1.1331,-0.0092,-0.0372,0.0891,0.3541,-0.0244,-0.0504,0.929,0.2064,0.2548,-0.0824,1.6365,0.5082,1.3269,3.612,0.928,1.3755,0.0264,0.1962,-0.0892,-0.0772,-0.0491,0.7979,1.321,0.4122,-0.0891,-0.1927,0.8189,2.4242,1.9675,1.7333,2.3927,2.4934,1.7236,0.3992,0.4064,0.8388,0.1854,-0.0998,0.2602,0.5604,0.0439,-0.0155,2.7748,0.735,-0.0194,-0.0843,-0.0321,-0.1161,1.1559,-0.06,1.6482,1.0283,1.2133,0.9725,1.7334,0.9521,0.2693,1.0872,0.4157,-0.0649,0.129,0.6225,-0.0736,0.0546,0.6153,0.1721,0.3017,0.8888,-0.0033,-0.0577,0.4255,1.5476,0.7528,0.9833,1.8118,1.0458,-0.0015,-0.0571,0.8829,-0.0782,1.0874,0.861,0.9913,0.628,1.1813,0.129,0.043,1.5136,1.1487,2.6846,0.6868,0.7225,0.6191,-0.0614,0.9584,-0.0625,-0.0469,-0.0636,0.1353,-0.1474,-0.143,-0.0631,0.4906,-0.0178,0.6158,0.0984,0.8037,Control
