@relation data

@attribute id string
@attribute 4208 numeric
@attribute 3725 numeric
@attribute 4205 numeric
@attribute 2002 numeric
@attribute 54106 numeric
@attribute 9450 numeric
@attribute 4615 numeric
@attribute 6416 numeric
@attribute 3929 numeric
@attribute 8737 numeric
@attribute 1386 numeric
@attribute 10333 numeric
@attribute 9252 numeric
@attribute 4214 numeric
@attribute 23643 numeric
@attribute 3551 numeric
@attribute 6885 numeric
@attribute 1385 numeric
@attribute 5648 numeric
@attribute 735 numeric
@attribute 929 numeric
@attribute 9641 numeric
@attribute 4791 numeric
@attribute 8411 numeric
@attribute 4790 numeric
@attribute 4793 numeric
@attribute 731 numeric
@attribute 4792 numeric
@attribute 730 numeric
@attribute 733 numeric
@attribute 732 numeric
@attribute 7100 numeric
@attribute 114609 numeric
@attribute 1432 numeric
@attribute 5970 numeric
@attribute 28908 numeric
@attribute 7189 numeric
@attribute 729 numeric
@attribute 11035 numeric
@attribute 727 numeric
@attribute 23118 numeric
@attribute 51295 numeric
@attribute 1849 numeric
@attribute 1848 numeric
@attribute 629 numeric
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 64145 numeric
@attribute 717 numeric
@attribute 716 numeric
@attribute 718 numeric
@attribute 713 numeric
@attribute 712 numeric
@attribute 715 numeric
@attribute 714 numeric
@attribute 51284 numeric
@attribute 10747 numeric
@attribute 51311 numeric
@attribute 148022 numeric
@attribute 1147 numeric
@attribute 257397 numeric
@attribute 59307 numeric
@attribute 4153 numeric
@attribute 51135 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 30849 numeric
@attribute 5604 numeric
@attribute 5609 numeric
@attribute 5608 numeric
@attribute 7314 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute 7867 numeric
@attribute 3661 numeric
@attribute 8517 numeric
@attribute 5599 numeric
@attribute 81793 numeric
@attribute 9261 numeric
@attribute 28378 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 5289 numeric
@attribute 353376 numeric
@attribute 5519 numeric
@attribute 3654 numeric
@attribute 11213 numeric
@attribute 29110 numeric
@attribute 466 numeric
@attribute 7098 numeric
@attribute 5528 numeric
@attribute 1675 numeric
@attribute 7099 numeric
@attribute 10454 numeric
@attribute 4064 numeric
@attribute 7096 numeric
@attribute 2353 numeric
@attribute 7097 numeric
@attribute 3665 numeric
@attribute Class {Control,BRCACancer}

@data
D08,0.4159,0.6735,0.492,0.1811,0.2775,0.2384,1.6224,0.3117,-0.063,0.9566,1.2159,0.9174,0.323,1.4797,0.3956,0.7185,0.7999,1.1273,0.0193,-0.0549,1.9403,0.5402,0.7898,0.3072,1.0552,0.6245,0.005,1.7571,-0.1307,0.2819,-0.0082,0.2352,0.186,0.8422,1.1476,0.0505,0.5343,-0.1035,0.518,0.0733,1.1702,0.1307,0.8799,1.5088,0.0872,0.867,-0.0289,0.5252,0.1116,0.0062,-0.0547,0.1014,-0.0379,0.0781,-0.0528,0.1676,0.0077,1.2626,0.363,0.9192,0.9104,0.6103,-0.2226,1.0936,0.6946,-0.0193,-0.0535,0.3464,0.7351,0.5237,0.3761,0.3792,0.2078,0.4858,0.0731,1.1791,0.7999,0.2487,1.507,0.802,0.9689,0.5372,0.237,0.6312,0.2078,0.7759,-0.0234,0.4607,1.2784,1.0661,0.5909,0.1202,0.4909,0.4706,1.0053,0.8671,0.8508,0.1976,0.849,1.0074,2.075,0.1467,0.7053,1.2919,1.1035,1.0749,0.2216,Control
D09,0.5479,0.8757,0.6293,0.348,0.295,0.4154,1.7317,0.4438,-0.1698,1.1954,1.3501,1.1298,0.4046,1.8386,0.7123,0.8649,1.0169,1.4706,-0.0263,-0.0762,2.1994,0.6578,0.9814,0.5831,1.2624,0.8718,-0.0033,2.0801,-0.1259,0.2302,-0.0695,0.3908,0.2739,1.0392,1.3605,0.2245,0.6599,-0.1007,0.7595,0.181,1.3152,0.2357,1.3432,1.6582,0.0833,1.1794,-0.075,0.6936,0.1392,0.0214,0.0903,0.2198,0.1339,0.0049,0.0826,0.3957,-5e-04,1.8027,0.4797,1.1081,1.0434,0.8572,-0.2472,1.3981,0.8685,-0.0249,0.0057,0.4112,0.7824,0.8497,0.4795,0.5979,0.2749,0.4557,0.1007,1.4044,1.0233,0.4388,1.5424,0.9681,1.3119,0.6862,0.243,0.8993,0.7259,0.7898,-0.1401,0.5797,1.4388,1.3143,0.7534,0.1729,0.6558,0.6364,1.1538,1.0445,1.0217,0.1014,1.0674,1.2818,2.3062,0.2344,1.2442,1.6399,1.135,1.2498,0.3328,Control
D10,0.4301,0.8857,0.5547,0.1775,0.2436,0.374,1.713,0.4826,-0.0596,0.9318,1.1961,1.2419,0.4053,1.4565,0.6499,0.6437,0.8722,1.2659,-0.0758,-0.0617,2.2939,0.506,0.781,0.6034,0.9767,0.7433,-0.0023,1.7489,-0.1335,0.1951,-0.0147,0.2906,0.2053,0.9761,1.1994,0.4264,0.5916,-0.1264,0.6379,0.1833,1.1848,0.2359,1.1372,1.7423,0.1679,1.0353,0.0897,0.5003,0.1203,-0.0157,0.0223,0.2045,0.3141,0.0492,0.1083,0.4098,-0.0318,2.1883,0.5581,1.1187,1.0597,0.6784,-0.1388,0.9346,0.7674,-0.0468,-0.0567,0.3425,0.7381,0.671,0.4352,0.3719,0.3114,0.4458,0.0536,1.3959,0.8307,0.2936,1.6398,0.7366,1.1087,0.5311,0.2338,0.7945,0.4009,0.6903,0.039,0.7594,1.3971,1.1866,0.766,0.2782,0.6861,0.4855,1.2341,1.1361,1.0782,0.0871,0.8072,1.6045,2.3389,0.106,1.2381,1.3872,1.0206,0.9964,0.2622,Control
D11,0.1191,0.3237,0.3702,0.1242,0.1934,0.1454,0.8926,0.1536,0.0524,0.4683,0.6965,0.5589,0.1507,0.8339,0.183,0.4506,0.4303,0.6995,0.0648,-0.0983,1.0202,0.198,0.4631,0.0756,0.673,0.4771,-0.0104,1.1805,-0.1518,0.2526,0.0568,-0.0552,0.0214,0.3811,0.8229,-0.105,0.343,-0.1213,0.2038,-0.0745,0.7928,0.0122,0.4435,0.4676,0.0758,0.4994,-0.0551,0.3708,0.06,0.0191,-0.0818,0.0692,-0.2193,0.0551,0.1578,0.1133,-0.1947,0.8346,0.2634,0.3834,0.5203,0.1908,0.0747,0.3098,0.421,-0.0424,-0.176,0.1403,0.6788,0.3018,0.4496,0.1315,0.1367,0.5525,0.0603,0.8182,0.3696,0.0631,0.9269,0.5073,0.4797,0.2899,0.0425,0.3039,-0.0243,0.4993,-0.2176,0.2564,0.8146,0.6804,0.4363,-0.0394,0.4049,0.2018,0.5446,0.496,0.2878,0.0926,0.5074,0.5003,0.7676,0.0979,0.4403,0.2406,0.5449,0.2446,-0.0505,Control
D12,0.3304,0.6805,0.5267,0.2427,0.1213,0.3107,1.4653,0.2693,-0.1213,0.8016,0.9565,1.1551,0.4163,1.3786,0.3971,0.5458,0.7311,0.9872,-0.0245,-0.0919,2.0427,0.3863,0.8611,0.3882,0.9607,0.7721,-0.0224,1.7747,-0.1455,0.317,-0.0562,0.1958,0.1563,0.661,1.3293,0.1531,0.4175,-0.16,0.5122,0.1463,0.9649,0.1688,0.986,1.5091,-0.0125,0.8972,0.1262,0.4443,-0.0166,-0.037,0.0122,0.0352,0.0082,0.0819,-0.1051,0.4741,-0.1567,1.6002,0.4874,0.9463,0.8159,0.7657,-0.0536,0.9983,0.6235,-0.0587,-0.0434,0.3542,0.7658,0.4768,0.4131,0.4772,0.2427,0.593,0.0223,1.4432,0.9396,0.3575,1.4606,0.6795,0.9931,0.5451,0.0802,0.6215,0.2316,0.6196,0.1359,0.6334,1.09,1.0972,0.7344,0.1014,0.5724,0.5471,1.0687,1.0209,0.7231,0.0499,0.7635,0.9246,1.9916,0.1999,0.8867,0.9399,1.193,0.6893,0.1738,Control
E01,0.4025,0.9598,0.5192,0.2426,0.0506,0.3469,1.7297,0.3717,-0.0931,0.9971,1.2106,1.061,0.2852,1.6046,0.4773,0.6821,0.8397,1.32,-0.0016,-0.0314,2.6959,0.5389,0.8098,0.3803,1.0221,0.7792,0.0346,2.19,-0.1127,0.2115,-0.0262,0.2479,0.2329,0.8535,1.2459,0.0676,0.5111,-0.066,0.5871,0.1077,1.0807,0.1496,1.0396,1.5333,0.0384,0.8651,0.0556,0.5719,0.0617,-0.0454,-0.0082,0.0737,0.015,0.0181,0.0128,0.2631,-1e-04,1.5689,0.3159,0.8794,0.9041,0.8007,-0.0717,1.1923,0.7063,-0.0081,-0.0535,0.3507,0.5142,0.5037,0.3989,0.4724,0.1711,0.2661,0.0213,1.247,0.7623,0.377,1.5443,0.798,1.1369,0.4535,0.1565,0.6584,0.4474,0.6626,0.0097,0.4662,1.4641,1.1686,0.5732,0.2185,0.4944,0.4809,1.131,0.9919,0.9791,0.1948,0.8054,1.1814,2.2844,0.0617,0.9749,1.2932,2.3796,1.1922,0.2304,BRCACancer
E02,0.7068,1.4262,0.6045,0.3685,0.2155,0.5178,1.5482,0.4878,-0.1094,1.3864,1.5188,1.3178,0.5227,1.8643,0.5506,0.8725,1.2472,1.7547,-0.097,-0.1177,2.1821,0.8047,0.9927,0.5674,1.373,0.8568,-0.0339,2.0579,-0.0952,0.202,0.045,0.4372,0.3527,1.2616,1.3666,0.2803,0.7477,-0.0535,0.6075,0.1548,1.455,0.3515,1.4843,1.3446,0.0148,0.9516,0.1268,0.8255,0.1277,-0.0965,0.0565,0.095,0.1562,0.0734,-0.1064,0.4322,0.0361,1.328,0.5944,1.1382,1.1884,0.9541,-0.1568,1.4142,1.0616,0.028,0.0741,0.3929,0.6324,0.9971,0.5313,0.5734,0.2665,0.3541,0.0542,1.4333,0.9903,0.4442,1.5675,1.0225,1.2262,0.5804,0.3128,0.9029,1.1454,1.0097,0.1157,0.6504,1.6288,1.3426,0.81,0.373,0.6901,0.6275,1,1.0891,1.0789,0.4131,1.1845,1.259,1.9459,0.18,1.7307,1.7183,1.0981,1.2173,0.3724,Control
E03,0.5103,1.0051,0.615,0.3511,0.0757,0.501,1.9731,0.4862,-0.0798,1.2268,1.3138,1.2082,0.3973,1.6514,0.6888,0.7484,1.0262,1.4296,-0.0784,-0.0782,2.6256,0.6401,1.1005,0.5477,1.1533,0.9286,-0.0464,2.1699,-0.0858,0.2303,-0.0027,0.2984,0.3412,1.0077,1.4859,0.2496,0.6975,-0.0654,0.7349,0.2185,1.1304,0.3185,1.371,2.1701,0.015,1.3791,0.151,0.5025,0.2499,-0.0995,0.0937,0.1939,0.1564,0.0387,-0.0598,0.433,-0.082,1.8951,0.6072,1.1979,1.1593,1.0657,-0.1018,1.4299,0.8517,0.0285,0.0702,0.3823,0.7409,0.6981,0.5378,0.6216,0.331,0.2929,0.0142,1.4998,1.1162,0.5137,1.789,0.9664,1.2917,0.6015,0.3746,0.9619,0.4012,0.7443,0.0665,0.7855,1.4544,1.4693,0.7699,0.2769,0.6701,0.7349,1.4293,1.2575,1.2748,0.092,1.0276,1.8968,2.9554,0.204,1.2556,1.5021,1.7042,1.2263,0.6605,Control
E04,0.6946,1.1702,0.6661,0.4874,0.1463,0.4684,1.8777,0.4915,-0.1051,1.4113,1.4353,1.3454,0.4653,1.7757,0.5469,1.0387,1.1905,1.4766,-0.0865,0.0034,2.3864,0.8417,1.1811,0.4875,1.3374,0.9793,-0.0247,2.2668,-0.1032,0.1948,-0.0021,0.4422,0.4749,1.1795,1.6787,0.2387,0.7848,-0.0699,0.8441,0.2953,1.4699,0.3954,1.5124,1.6563,0.0343,1.3411,0.16,0.7294,0.1786,-0.0886,-0.0284,0.0602,0.0886,0.0961,-0.0095,0.4312,0.0349,1.6402,0.6826,1.0941,1.2178,1.0674,-0.1815,1.5131,1.0185,0.0438,0.1078,0.5785,0.878,0.8193,0.5313,0.7132,0.3092,0.2261,0.0585,1.4902,1.2547,0.6355,1.6798,1.0342,1.3562,0.7896,0.4497,1.1244,0.715,0.9645,-0.1334,0.6409,1.4725,1.4607,0.8447,0.3409,0.7628,0.8778,1.2956,1.1361,1.3268,0.1178,1.0811,1.1052,2.1497,0.3039,1.6275,1.7079,2.1091,1.5498,0.4354,Control
E05,0.6938,0.8991,0.5661,0.2006,0.2265,0.2557,1.3299,0.4307,-0.133,1.2194,1.4287,0.9129,0.4448,1.7732,0.5235,0.863,1.2201,1.4625,0.0749,-0.03,1.3391,0.565,0.783,0.4454,1.3527,0.7531,0.0165,1.5627,-0.0702,0.114,0.0756,0.142,0.3354,1.0304,1.2602,0.0456,0.6078,-0.0889,0.5593,0.0748,1.4069,0.2259,0.9666,1.0274,0.1467,0.7024,-0.1426,0.6903,0.1937,-0.0393,-0.0097,0.3227,0.1293,0.0705,0.0575,0.1688,0.0204,0.9462,0.366,1.0106,1.0924,0.7713,-0.2521,1.3724,1.0074,0.0161,-0.0188,0.288,0.922,0.857,0.3818,0.4403,0.2789,0.4621,0.1113,1.2903,0.7859,0.2122,1.4386,0.8719,0.9889,0.4542,0.1606,0.9068,0.6703,0.8851,-0.0566,0.5003,1.4597,1.086,0.8162,0.2677,0.7207,0.3835,0.6495,0.9025,0.9991,0.258,1.0681,0.5997,1.2862,0.1303,1.1777,1.2239,0.8595,0.6869,0.1499,Control
E06,0.6579,1.154,0.6088,-0.0014,0.3657,0.4691,1.7264,0.3044,-0.0277,1.0053,1.1284,1.1179,0.2739,1.7356,0.78,0.7639,0.9027,1.2249,0.0806,0.0258,2.0086,0.5525,0.6361,0.2725,1.0846,0.4112,0.0465,1.6581,-0.0561,0.163,0.1044,0.3933,0.106,0.9605,0.8628,-0.0155,0.5078,-0.0592,0.5909,0.1398,1.1515,0.0453,0.9772,1.8092,0.2332,0.8421,-0.41,0.6347,0.28,-0.0078,0.1201,0.4448,0.0226,-0.0352,0.1003,0.3702,-0.0336,1.7106,0.2615,0.8651,0.8096,0.2747,-0.0839,1.1406,0.6774,-0.0074,-0.268,0.1279,0.6054,0.5578,0.4372,0.1897,0.1197,0.3305,0.1545,1.1312,0.451,0.2372,1.4141,0.7815,1.0782,0.2392,-0.0176,0.5907,0.414,0.9088,0.0809,0.5201,1.3224,0.9028,0.6498,0.3583,0.5366,0.2182,1.4717,0.9062,0.6394,0.2218,0.7007,0.6069,2.3378,0.1408,1.3294,1.7382,3.1463,1.4486,-0.0315,BRCACancer
E07,0.7328,1.2526,0.6671,0.3181,0.4263,0.3872,1.9522,0.3993,-0.0866,1.1898,1.2914,1.6171,0.4019,1.8601,0.5845,0.9216,1.0896,1.4536,-0.0472,-0.04,2.5019,0.7237,1.0955,0.4785,1.225,0.9182,0.0253,2.1918,-0.1133,0.2347,-0.0371,0.4299,0.3616,1.2055,1.4606,0.0857,0.6737,-0.0651,0.7253,0.227,1.3751,0.295,1.295,1.7067,-0.0147,1.2998,0.0852,0.6859,0.0845,-0.0193,0.0191,0.15,-0.0258,0.0305,0.072,0.2563,-0.039,1.5767,0.5884,1.0982,1.1312,0.8919,-0.0395,1.3458,0.8822,-0.0255,0.0423,0.549,0.8405,0.7192,0.5015,0.5893,0.2587,0.5981,0.072,1.3639,0.9315,0.4896,1.6611,0.954,1.2048,0.6314,0.4073,0.7674,0.8256,0.9222,0.0662,0.557,1.4266,1.2372,0.7652,0.299,0.6582,0.7434,1.2558,1.087,0.8492,0.116,1.0436,1.1343,2.1632,0.212,1.7226,1.4752,2.5056,1.6181,0.4061,BRCACancer
E08,0.6386,1.1067,0.6819,0.3468,0.1844,0.5316,1.9132,0.465,-0.0722,1.4077,1.3982,1.3739,0.4951,1.887,0.6516,0.8681,1.1695,1.5988,-0.0699,-0.0573,2.4048,0.7677,1.1157,0.573,1.3272,0.9081,0.0284,2.1965,-0.0808,0.2246,-0.0355,0.406,0.3464,1.1538,1.4692,0.0706,0.7539,-0.0762,0.8909,0.1834,1.3782,0.342,1.4759,2.0055,0.02,1.2927,0.1002,0.6398,0.2012,-0.036,0.0849,0.0416,-0.0039,0.054,-0.0783,0.4872,0.0043,1.7815,0.4856,1.2776,1.1664,1.0503,-0.2079,1.4998,0.954,-0.009,0.1001,0.4537,0.7763,0.8026,0.5719,0.5925,0.3421,0.3345,0.0261,1.5629,1.0385,0.5114,1.6571,0.9387,1.2914,0.624,0.3524,1.0163,0.7989,0.8279,-0.0548,0.7284,1.6002,1.4089,0.8513,0.3244,0.7384,0.7312,1.3033,1.2182,1.2354,0.2557,1.0547,1.4316,2.7278,0.2466,1.7612,2.0126,2.2316,1.7059,0.5186,Control
E09,0.5307,1.0995,0.6343,0.3068,0.0876,0.4288,1.877,0.4291,-0.1427,1.151,1.329,1.1226,0.4465,1.6844,0.5728,0.7478,1.0072,1.4909,-0.0275,-0.1094,2.3643,0.6405,1.0205,0.5198,1.1678,0.8015,0.0041,2.071,-0.118,0.2156,-0.0151,0.3152,0.4124,1.1713,1.3755,0.1063,0.7712,-0.0645,0.7143,0.1421,1.3206,0.3319,1.4217,1.5368,-0.0368,1.0505,0.1083,0.5537,0.1302,-0.0673,0.0822,0.146,0.1044,0.1037,-0.0442,0.5651,0.0481,2.0613,0.7456,1.0191,1.1982,0.935,-0.1959,1.2483,0.8178,0.0223,0.005,0.5003,0.7663,0.7746,0.4291,0.5882,0.2684,0.5822,0.0638,1.2966,1.0574,0.5105,1.6549,0.8496,1.256,0.539,0.3663,0.8915,0.8242,0.7938,0.115,0.8569,1.5387,1.4759,0.7564,0.3568,0.6831,0.7611,1.1203,1.0556,1.2264,0.1987,0.9938,1.3142,2.2492,0.2144,1.5608,1.4322,1.3211,1.1096,0.4289,BRCACancer
E10,0.9712,1.1197,0.881,0.2751,0.2214,0.6498,1.6836,0.5728,-0.0436,1.4462,1.557,1.7441,0.6689,2.0084,0.7679,0.9923,1.3725,1.7177,0.0044,-0.0863,2.3224,0.7931,0.958,0.7477,1.4889,0.8564,0.05,2.0837,-0.0684,0.1003,0.0033,0.6004,0.4069,1.4937,1.3407,0.2126,0.7604,-0.0831,0.7471,0.3943,1.5405,0.2734,1.5249,1.7344,0.1061,1.1593,-0.0928,0.8431,0.205,-0.0875,0.0998,0.182,0.0709,0.0354,0.0553,0.6794,0.0438,1.98,0.6281,1.3222,1.3015,0.7373,-0.202,1.6907,1.1246,0.0424,-0.0509,0.4118,0.7348,0.9387,0.716,0.5174,0.4964,0.2718,0.1368,1.621,0.9538,0.5727,1.7701,1.0085,1.444,0.5341,0.2521,1.0471,1.1466,1.0464,-0.008,0.645,1.6743,1.4029,0.9707,0.5045,0.8298,0.6529,1.7254,1.3248,1.2825,0.3294,1.1471,1.2267,2.5644,0.1633,1.901,2.0175,1.6472,2.2227,0.2802,BRCACancer
E11,0.4112,0.74,0.5014,0.319,0.2609,0.348,1.4332,0.342,-0.0803,1.1454,1.2269,0.8098,0.3557,1.5083,0.436,0.7083,0.8753,1.3293,-0.0281,-0.0257,2.1665,0.4577,0.7672,0.36,1.0555,0.7991,0.0075,1.767,-0.1124,0.2104,-0.0281,0.1946,0.2962,0.8987,1.314,0.0968,0.6704,-0.0823,0.5107,0.1633,1.1927,0.1816,1.1167,1.2368,0.0331,0.8707,-0.1111,0.5011,0.0548,-0.014,-0.0353,0.1745,0.0214,-0.0326,0.0771,0.1146,-0.0963,1.4993,0.4906,1.0391,1.0017,0.7775,-0.1778,1.211,0.7518,-0.0031,0.0197,0.295,0.724,0.5428,0.396,0.4082,0.248,0.2778,0.0395,1.3965,0.8246,0.263,1.55,0.8441,0.9898,0.4472,0.2215,0.7104,0.2757,0.7655,0.0834,0.6017,1.3709,1.2208,0.6755,0.1996,0.6341,0.5459,0.9746,1.0216,1.0193,0.1794,0.9228,1.0237,1.7717,0.0924,1.11,1.1129,0.8233,0.7978,0.1831,Control
E12,0.309,0.564,0.4757,0.1348,0.1376,0.2663,1.5197,0.3048,-0.0234,0.9369,1.0356,0.9971,0.2744,1.4081,0.482,0.5736,0.8587,1.0523,-0.047,0.0139,2.2029,0.3326,0.5982,0.2468,0.916,0.5942,-0.0228,1.729,-0.1133,0.1342,0.062,0.155,0.0489,0.8831,1.0486,0.0879,0.577,-0.0403,0.405,0.087,1.1084,0.114,0.8265,1.3857,-0.0418,0.6371,-0.0151,0.3661,0.0198,0.0974,0.01,0.0836,-0.1602,-0.0122,-0.0716,0.2509,-0.1031,1.3626,0.3088,0.9067,0.736,0.6531,-0.1038,0.8223,0.6931,-0.0307,-0.1182,0.2091,0.6262,0.5452,0.3852,0.3345,0.1574,0.2282,-0.0218,1.0785,0.6269,0.3136,1.556,0.8061,1.1419,0.3443,0.1006,0.5391,0.0388,0.6793,0.0462,0.3693,1.2799,1.0475,0.6152,0.0878,0.4281,0.4793,0.907,0.8389,0.7657,0.1505,0.7164,1.0618,1.8972,0.0462,0.733,1.0923,0.9614,0.8513,0.1017,BRCACancer
F01,0.7946,1.1582,0.933,0.4777,0.2872,0.4756,1.6005,0.6182,-0.1919,1.331,1.403,1.3526,0.7928,2.1462,0.798,1.0264,1.1673,1.5612,-0.0384,-0.0974,2.1732,0.9438,1.3066,0.795,1.5008,0.926,-0.0251,2.2303,-0.1418,0.1167,-0.0474,0.3698,0.4475,1.1874,1.5268,0.2767,0.8197,-0.0393,0.9991,0.349,1.5629,0.2936,1.2523,1.7919,0.0471,1.2375,-0.0169,0.8305,0.1485,-0.1237,-0.0027,-0.0128,-0.0916,0.0836,-0.1682,0.5295,-0.0037,1.7171,0.693,1.2669,1.2695,1.0632,-0.2081,1.8122,0.9432,0.0085,0.0921,0.4823,0.8413,0.8845,0.6658,0.6757,0.4054,0.6454,0.1161,1.6948,1.1495,0.5626,1.6642,0.9833,1.2588,0.7652,0.3315,1.2532,0.8751,0.993,0.088,0.6142,1.5051,1.4182,1.0541,0.3903,0.8539,0.7364,1.3964,1.2465,1.3024,0.132,1.1494,1.1088,2.2643,0.3518,1.6626,1.8709,2.8837,1.6806,0.472,Control
F02,0.8802,1.2119,0.7345,0.3701,0.3449,0.507,1.7368,0.5023,-0.1705,1.4811,1.5052,1.4711,0.5852,1.9859,0.734,1.0591,1.3309,1.7458,-0.0598,-0.0698,2.459,1.0449,1.3158,0.665,1.5076,1.0949,0.0115,2.114,-0.1063,0.16,-0.0112,0.3892,0.4128,1.2643,1.5288,0.2299,0.8597,-0.1035,1.004,0.3242,1.5297,0.3393,1.435,1.9204,0.1124,1.3489,0.1133,0.8902,0.279,-0.0423,-0.0162,0.3621,0.2936,0.1018,0.0848,0.4524,0.0507,1.6175,0.5419,1.2817,1.3008,1.0457,-0.1818,1.6804,1.0041,-0.003,0.0616,0.5629,0.7857,0.9791,0.5733,0.6998,0.3187,0.5467,0.114,1.5574,1.1244,0.5657,1.6709,1.0635,1.321,0.7973,0.4017,1.0941,1.0983,0.9117,0.0199,0.6992,1.588,1.4547,0.9228,0.4069,0.8228,0.7912,1.3968,1.2021,1.1923,0.2428,1.2286,1.4707,2.4511,0.3052,2.0023,2.0809,1.3628,1.7243,0.4339,Control
F03,0.5374,0.8455,0.6066,0.4031,0.2075,0.4144,1.8017,0.4322,-0.1448,1.2449,1.2901,1.2669,0.4443,1.6275,0.9548,0.8726,1.0163,1.3982,-0.0321,-0.0787,2.3677,0.6999,0.9787,0.5466,1.0752,0.9195,0.0398,1.9661,-0.1391,0.1694,0.0388,0.3939,0.3641,0.9943,1.4309,0.192,0.785,-0.0488,0.8532,0.2188,1.1466,0.2892,1.3135,2.0045,0.0402,1.1983,-0.108,0.6778,0.1858,-0.0471,0.1349,0.3167,0.1731,0.0773,0.0455,0.21,-0.0195,1.7799,0.557,1.1961,1.046,1.0827,-0.1914,1.3588,0.8773,0.0723,0.0214,0.3796,0.6788,0.7425,0.4068,0.5659,0.1874,0.5725,0.1129,1.4057,0.9896,0.4499,1.6849,1.1082,1.2648,0.5285,0.331,1.0259,0.5671,0.884,-0.1275,0.5711,1.4489,1.3755,0.8169,0.4491,0.7065,0.7139,1.2902,1.2041,1.1232,0.2758,1.0665,1.7023,2.5471,0.1702,1.61,1.8791,1.6262,1.2387,0.3527,Control
F04,0.7901,0.6884,1.0473,0.2278,0.2898,0.4801,1.4142,0.6025,-0.1224,1.2616,1.3125,1.6238,0.6814,1.9842,0.4821,1.016,1.1382,1.4885,0.0272,-0.0871,2.0107,0.7445,1.0618,0.7043,1.4066,0.8014,-0.0107,1.8656,-0.1363,0.1482,-0.0258,0.3661,0.4851,1.2375,1.2953,0.0377,0.7215,-0.0813,0.9903,0.3166,1.5091,0.1636,0.8523,1.7822,0.0429,1.2163,-0.0936,0.7344,0.179,-0.0564,-0.0041,0.0484,-0.187,0.0268,-0.0034,0.6095,-0.0473,1.7933,0.436,1.3463,1.2407,0.7877,-0.1643,1.8863,0.8648,-0.0307,-0.0903,0.444,0.8248,0.6544,0.6629,0.5531,0.5048,0.4828,0.0848,1.7194,0.8957,0.4348,1.7386,0.8993,1.1419,0.7047,0.2098,1.1653,0.528,0.9437,-0.0541,0.6018,1.4457,1.2654,1.1425,0.4016,0.8315,0.6179,1.8111,1.389,1.154,0.1892,0.8376,1.3677,2.583,0.2349,1.3513,1.8001,1.3806,1.8671,0.2365,Control
F05,0.6889,0.8332,0.7094,0.3382,0.2028,0.4637,1.9024,0.4664,-0.0931,1.3793,1.4447,1.3663,0.4458,1.8153,0.7293,0.9132,1.1453,1.5197,0.0016,-0.022,2.483,0.8239,1.0513,0.6193,1.312,0.9191,-0.0196,2.2892,-0.1307,0.2587,0.0178,0.4453,0.4018,1.1306,1.3701,0.1791,0.7017,-0.0566,0.8009,0.2194,1.3967,0.2677,1.3988,1.7383,0.0469,1.3323,0.0263,0.8599,0.2059,-0.0413,0.0851,0.3515,0.2395,0.0921,0.0337,0.5342,0.0089,1.7455,0.4655,1.216,1.1642,0.9117,-0.0606,1.6453,1.0125,-0.01,0.0227,0.336,0.8286,0.8171,0.5032,0.6116,0.3143,0.588,0.1086,1.5596,1.0389,0.4457,1.6335,1.0009,1.3105,0.6401,0.3132,0.9815,0.7451,0.8951,-0.066,0.6229,1.6106,1.3751,0.8389,0.3267,0.7395,0.7008,1.2595,1.1807,1.2885,0.2986,1.1139,1.4456,2.3628,0.2241,1.5532,1.9244,1.1015,1.6156,0.3508,Control
F06,0.6754,0.8147,0.6105,0.3508,0.2771,0.4826,1.7393,0.4195,-0.1376,1.0019,1.2776,1.4375,0.261,1.5681,0.859,0.7199,0.9471,1.2729,-0.0086,-0.0916,2.4943,0.6583,0.8475,0.4314,1.1468,0.7831,0.0203,1.9882,-0.1226,0.1408,0.0191,0.448,0.2514,0.9693,1.1211,0.2926,0.6562,0.0163,0.6648,0.2565,1.0814,0.159,1.0704,1.8437,0.0275,1.2324,-0.0578,0.6001,0.3883,-0.0473,-0.0653,0.4206,0.2375,0.0874,0.2687,0.2648,0.0099,1.885,0.3676,1.0804,0.9687,0.6266,-0.0388,1.1666,0.6991,0.0592,-0.006,0.285,0.6889,0.6811,0.4567,0.4142,0.2616,0.5997,0.0743,1.2332,0.9283,0.348,1.5332,0.9635,1.2049,0.3985,0.4084,0.7352,0.6173,0.7702,0.2506,0.5764,1.3281,1.1486,0.6515,0.2875,0.5669,0.5883,1.5649,1.0199,1.0304,0.0938,0.9745,1.4247,2.8589,0.0899,1.4109,1.767,1.2563,1.5987,0.1859,Control
